key,name,description,cover_image_url,external_url,retire_count
only_one_group,American Museum of Natural History Card Catalog Collection,The museum has approximately 400000 fossil mammal specimens.,http://www.amnh.org/var/ezflow_site/storage/images/media/amnh/images/our-research/mastodon/731471-1-eng-US/mastodon.jpg,http://www.amnh.org/our-research/paleontology/collections/fossil-mammals/amnh-fossil-mammal-type-catalog,1
